,Audible Title,Audible Subtitle,Audible Author,Audible Link,Image Link,Audible Category
138,The Last to See Her,A Novel,Courtney Evan Tate,https://www.audible.com/pd/The-Last-to-See-Her-Audiobook/1488210071?qid=1631133894&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=R276ZHH45VSTV758175Q,https://m.media-amazon.com/images/I/51bsFbmN22L._SL500_.jpg,Mysteries & Thrillers
139,Cold Harbor,Gibson Vaughn,Matthew FitzSimmons,https://www.audible.com/pd/Cold-Harbor-Audiobook/B0751T4MQM?qid=1631133894&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=R276ZHH45VSTV758175Q,https://m.media-amazon.com/images/I/51VPBsSXMvL._SL500_.jpg,Mysteries & Thrillers
140,A Deadly Distance,,L.T. Ryan,https://www.audible.com/pd/A-Deadly-Distance-Audiobook/B00ZVMW39I?qid=1631133894&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=R276ZHH45VSTV758175Q,https://m.media-amazon.com/images/I/513ur5s70rL._SL500_.jpg,Mysteries & Thrillers
141,The Bodies in the Library,"A First Edition Library Mystery, Book 1",Marty Wingate,https://www.audible.com/pd/The-Bodies-in-the-Library-Audiobook/0593151437?qid=1631133906&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51cUBP-MkxL._SL500_.jpg,Mysteries & Thrillers
142,Blink of an Eye,,"Roy Johansen, Iris Johansen",https://www.audible.com/pd/Blink-of-an-Eye-Audiobook/1549141341?qid=1631133906&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51GLpPhsH9L._SL500_.jpg,Mysteries & Thrillers
143,None Shall Sleep,,Ellie Marney,https://www.audible.com/pd/None-Shall-Sleep-Audiobook/1549158651?qid=1631133906&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51-nK+ELt5L._SL500_.jpg,"Mysteries & Thrillers, Kids & Teen"
144,A Madness of Sunshine,,Nalini Singh,https://www.audible.com/pd/A-Madness-of-Sunshine-Audiobook/0593153502?qid=1631133906&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51hvv2+DASL._SL500_.jpg,Mysteries & Thrillers
145,First Cut,,"Judy Melinek, T.J. Mitchell",https://www.audible.com/pd/First-Cut-Audiobook/1488207801?qid=1631133906&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/41ZeNLs3fEL._SL500_.jpg,Mysteries & Thrillers
146,Do No Harm,,Christina McDonald,https://www.audible.com/pd/Do-No-Harm-Audiobook/1797117742?qid=1631133906&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51pmlCihGbL._SL500_.jpg,Mysteries & Thrillers
147,The Glass Woman,A Novel,Caroline Lea,https://www.audible.com/pd/The-Glass-Woman-Audiobook/006297257X?qid=1631133906&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/512puNaGbtL._SL500_.jpg,Mysteries & Thrillers
148,A Test of Wills,,Charles Todd,https://www.audible.com/pd/A-Test-of-Wills-Audiobook/B009CZO2JE?qid=1631133906&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51SBWHY6s5S._SL500_.jpg,Mysteries & Thrillers
149,Salvation Day,,Kali Wallace,https://www.audible.com/pd/Salvation-Day-Audiobook/1984890581?qid=1631133906&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51tX-67CyJL._SL500_.jpg,Mysteries & Thrillers
150,The Punch Escrow,,Tal M. Klein,https://www.audible.com/pd/The-Punch-Escrow-Audiobook/B0744R3PY6?qid=1631133906&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51DqusthY2L._SL500_.jpg,Mysteries & Thrillers
151,The Favorite Daughter,A Novel,Kaira Rouda,https://www.audible.com/pd/The-Favorite-Daughter-Audiobook/1488205736?qid=1631133906&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51UeORCwhoL._SL500_.jpg,Mysteries & Thrillers
152,The Prized Girl,A Novel,Amy K. Green,https://www.audible.com/pd/The-Prized-Girl-Audiobook/0593146409?qid=1631133906&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51WBaqciEGL._SL500_.jpg,Mysteries & Thrillers
153,Bad Monkeys,A Novel,Matt Ruff,https://www.audible.com/pd/Bad-Monkeys-Audiobook/006300528X?qid=1631133906&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/41oju9c-kRL._SL500_.jpg,Mysteries & Thrillers
154,The Kill Club,,Wendy Heard,https://www.audible.com/pd/The-Kill-Club-Audiobook/1488207992?qid=1631133906&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51UBW1+u+1L._SL500_.jpg,Mysteries & Thrillers
155,The Dead of the Night,Tomorrow Series #2,John Marsden,https://www.audible.com/pd/The-Dead-of-the-Night-Audiobook/B002V0QRN6?qid=1631133906&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/513GqWDTZPL._SL500_.jpg,"Mysteries & Thrillers, Kids & Teen"
156,The Homecoming,,Alan Russell,https://www.audible.com/pd/The-Homecoming-Audiobook/B071YWVZR1?qid=1631133906&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CJMJK015S03KK7PF0WQA,https://m.media-amazon.com/images/I/51Rx25JxrXL._SL500_.jpg,Mysteries & Thrillers
157,Nordic Tales,"Folktales from Norway, Sweden, Finland, Iceland, and Denmark",Chronicle Books,https://www.audible.com/pd/Nordic-Tales-Audiobook/1797200038?qid=1631133922&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61dqJYEY0iL._SL500_.jpg,Sci-Fi & Fantasy
158,"Black Leopard, Red Wolf","The Dark Star Trilogy, Book 1",Marlon James,https://www.audible.com/pd/Black-Leopard-Red-Wolf-Audiobook/0525526838?qid=1631133922&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51lHpuOAemL._SL500_.jpg,Sci-Fi & Fantasy
159,The Bone Houses,,Emily Lloyd-Jones,https://www.audible.com/pd/The-Bone-Houses-Audiobook/1549124072?qid=1631133922&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51QyAWUfjbL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
160,The City We Became,,N. K. Jemisin,https://www.audible.com/pd/The-City-We-Became-Audiobook/1549119737?qid=1631133922&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61-UFgsAKBL._SL500_.jpg,Sci-Fi & Fantasy
161,Pan's Labyrinth: The Labyrinth of the Faun,,"Guillermo del Toro, Cornelia Funke",https://www.audible.com/pd/Pans-Labyrinth-The-Labyrinth-of-the-Faun-Audiobook/0062855883?qid=1631133922&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61kEL-ieKbL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
162,Nemesis,A Novel,Isaac Asimov,https://www.audible.com/pd/Nemesis-Audiobook/0593152778?qid=1631133922&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51jD6JU408L._SL500_.jpg,Sci-Fi & Fantasy
163,The Thousand Orcs,"Legend of Drizzt: Hunter's Blade Trilogy, Book 1",R. A. Salvatore,https://www.audible.com/pd/The-Thousand-Orcs-Audiobook/B00JANBXLS?qid=1631133922&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51nzCGH36rL._SL500_.jpg,Sci-Fi & Fantasy
164,Aftershocks,"The Palladium Wars, Book 1",Marko Kloos,https://www.audible.com/pd/Aftershocks-Audiobook/1721356789?qid=1631133922&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51XoFwYf49L._SL500_.jpg,Sci-Fi & Fantasy
165,The Legacy,"Legend of Drizzt: Legacy of the Drow, Book 1",R. A. Salvatore,https://www.audible.com/pd/The-Legacy-Audiobook/B00ELLREQC?qid=1631133922&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51g7y6HqTWL._SL500_.jpg,Sci-Fi & Fantasy
166,Bearers of the Black Staff,,Terry Brooks,https://www.audible.com/pd/Bearers-of-the-Black-Staff-Audiobook/B003ZVVZKK?qid=1631133922&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51iXrJq2wxL._SL500_.jpg,Sci-Fi & Fantasy
167,Ecstasy,The Shadowdwellers Series #1,Jacquelyn Frank,https://www.audible.com/pd/Ecstasy-Audiobook/B008X9YFOM?qid=1631133922&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51B042ZU22L._SL500_.jpg,Sci-Fi & Fantasy
168,Polgara the Sorceress,,"Leigh Eddings, David Eddings",https://www.audible.com/pd/Polgara-the-Sorceress-Audiobook/B003DRKISG?qid=1631133922&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51ep3khbb4L._SL500_.jpg,Sci-Fi & Fantasy
169,My Life as a White Trash Zombie,,Diana Rowland,https://www.audible.com/pd/My-Life-as-a-White-Trash-Zombie-Audiobook/B008EL7A28?qid=1631133922&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51n1tbKo5vL._SL500_.jpg,Sci-Fi & Fantasy
170,Magician: Master,"Riftwar Cycle: The Riftwar Saga, Book 2",Raymond E. Feist,https://www.audible.com/pd/Magician-Master-Audiobook/B076H99ZPQ?qid=1631133922&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51vAo7HVXyL._SL500_.jpg,Sci-Fi & Fantasy
171,Thirteenth Child,,Patricia C. Wrede,https://www.audible.com/pd/Thirteenth-Child-Audiobook/B00D6OPQTW?qid=1631133922&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61497Su8yUL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
172,The Bone Ships,,RJ Barker,https://www.audible.com/pd/The-Bone-Ships-Audiobook/1549124064?qid=1631133922&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61m-FmUg9cL._SL500_.jpg,Sci-Fi & Fantasy
173,Thinblade,"Sovereign of the Seven Isles, Book 1",David A. Wells,https://www.audible.com/pd/Thinblade-Audiobook/B00L88ZWGK?qid=1631133922&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51FsqntwUuL._SL500_.jpg,Sci-Fi & Fantasy
174,Rosewater,,Tade Thompson,https://www.audible.com/pd/Rosewater-Audiobook/1549170902?qid=1631133922&sr=1-18&ref=a_special-p_c3_lProduct_1_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51wNWIYpBFL._SL500_.jpg,Sci-Fi & Fantasy
175,A Cosmology of Monsters,A Novel,Shaun Hamill,https://www.audible.com/pd/A-Cosmology-of-Monsters-Audiobook/0593148479?qid=1631133922&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51UsMF4kAhL._SL500_.jpg,Sci-Fi & Fantasy
176,Wild Hunger,"Heirs of Chicagoland Series, Book 1",Chloe Neill,https://www.audible.com/pd/Wild-Hunger-Audiobook/1515986209?qid=1631133922&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51PTSvG8j7L._SL500_.jpg,Sci-Fi & Fantasy
177,Day Shift,"A Novel of Midnight, Texas",Charlaine Harris,https://www.audible.com/pd/Day-Shift-Audiobook/B00UVX1JKQ?qid=1631133922&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51CJiNNam1L._SL500_.jpg,Sci-Fi & Fantasy
178,Absolution Gap,,Alastair Reynolds,https://www.audible.com/pd/Absolution-Gap-Audiobook/B002V5B3BW?qid=1631133922&sr=1-22&ref=a_special-p_c3_lProduct_1_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51c-dj9khIL._SL500_.jpg,Sci-Fi & Fantasy
179,A Dark and Hollow Star,,Ashley Shuttleworth,https://www.audible.com/pd/A-Dark-and-Hollow-Star-Audiobook/1797122975?qid=1631133922&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51ZO1piumFL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
180,The Gripping Hand,,"Jerry Pournelle, Larry Niven",https://www.audible.com/pd/The-Gripping-Hand-Audiobook/B00A9W1VF2?qid=1631133922&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/6112dH4QG6L._SL500_.jpg,Sci-Fi & Fantasy
181,Soldiers of Fortune,,Joshua Dalzelle,https://www.audible.com/pd/Soldiers-of-Fortune-Audiobook/B010BZ654S?qid=1631133922&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51ZF3vodMhL._SL500_.jpg,Sci-Fi & Fantasy
182,Small Magic,"Short Fiction, 1977-2020",Terry Brooks,https://www.audible.com/pd/Small-Magic-Audiobook/0593286928?qid=1631133922&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51A502UC9oL._SL500_.jpg,Sci-Fi & Fantasy
183,Shadow Game,"GhostWalkers, Book 1",Christine Feehan,https://www.audible.com/pd/Shadow-Game-Audiobook/B003M64QV8?qid=1631133922&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51oheLmCyKL._SL500_.jpg,Sci-Fi & Fantasy
184,The Winter King,,C. L. Wilson,https://www.audible.com/pd/The-Winter-King-Audiobook/B00K8F7IAC?qid=1631133922&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61WxnGQdNpL._SL500_.jpg,Sci-Fi & Fantasy
185,How the King of Elfhame Learned to Hate Stories,,"Holly Black, Rovina Cai - illustrator",https://www.audible.com/pd/How-the-King-of-Elfhame-Learned-to-Hate-Stories-Audiobook/1549187538?qid=1631133922&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61Mi+QBc-lL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
186,Things in Jars,A Novel,Jess Kidd,https://www.audible.com/pd/Things-in-Jars-Audiobook/1508299471?qid=1631133922&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61Houu7w7rL._SL500_.jpg,Sci-Fi & Fantasy
187,Unwholly,,Neal Shusterman,https://www.audible.com/pd/Unwholly-Audiobook/B00CJJB19O?qid=1631133922&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51tsrO9lHDL._SL500_.jpg,Sci-Fi & Fantasy
188,Paladin of Souls,,Lois McMaster Bujold,https://www.audible.com/pd/Paladin-of-Souls-Audiobook/B002UZLB92?qid=1631133922&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51GHcK+CVdL._SL500_.jpg,Sci-Fi & Fantasy
189,Forward,Stories of Tomorrow,"Veronica Roth, Blake Crouch, Amor Towles, Paul Tremblay, Andy Weir, N. K. Jemisin",https://www.audible.com/pd/Forward-Audiobook/1799755193?qid=1631133922&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51m8Uw5mVvL._SL500_.jpg,Sci-Fi & Fantasy
190,Clean,"A Mindspace Investigations Novel, Book 1",Alex Hughes,https://www.audible.com/pd/Clean-Audiobook/B00BPF7AFC?qid=1631133922&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51-s7pixnEL._SL500_.jpg,Sci-Fi & Fantasy
191,The Forgetting Moon,,Brian Lee Durfee,https://www.audible.com/pd/The-Forgetting-Moon-Audiobook/1980029768?qid=1631133922&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51k5+DowfqL._SL500_.jpg,Sci-Fi & Fantasy
192,Crave,A Novel of the Fallen Angels,J. R. Ward,https://www.audible.com/pd/Crave-Audiobook/B0045DIXFC?qid=1631133922&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51IAr1OxFXL._SL500_.jpg,Sci-Fi & Fantasy
193,Blood on the Floor,,R. R. Haywood,https://www.audible.com/pd/Blood-on-the-Floor-Audiobook/B073QZ1C56?qid=1631133922&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/61uzZuSafEL._SL500_.jpg,Sci-Fi & Fantasy
194,Shadow's Edge,"Night Prowler, Book 1",J. T. Geissinger,https://www.audible.com/pd/Shadows-Edge-Audiobook/B008D37I4C?qid=1631133922&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51Bwekn3PtL._SL500_.jpg,Sci-Fi & Fantasy
195,The Absolute Book,A Novel,Elizabeth Knox,https://www.audible.com/pd/The-Absolute-Book-Audiobook/0593394941?qid=1631133922&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51vieoU6jvL._SL500_.jpg,Sci-Fi & Fantasy
196,An Orc on the Wild Side,,Tom Holt,https://www.audible.com/pd/An-Orc-on-the-Wild-Side-Audiobook/147898841X?qid=1631133922&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/511MwRbvhqL._SL500_.jpg,Sci-Fi & Fantasy
197,The Rule of One,"The Rule of One Series, Book 1","Ashley Saunders, Leslie Saunders",https://www.audible.com/pd/The-Rule-of-One-Audiobook/B07FSSCG2D?qid=1631133922&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/41BdpODWImL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen"
198,Harsh Cry of the Heron,The Last Tale of the Otori,Lian Hearn,https://www.audible.com/pd/Harsh-Cry-of-the-Heron-Audiobook/B002V0RNHK?qid=1631133922&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51bMtyEltiL._SL500_.jpg,Sci-Fi & Fantasy
199,Vagabonds,,"Hao Jingfang, Ken Liu - translator",https://www.audible.com/pd/Vagabonds-Audiobook/1797107771?qid=1631133922&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/5101fDEAydL._SL500_.jpg,Sci-Fi & Fantasy
200,Bloodshot,,Cherie Priest,https://www.audible.com/pd/Bloodshot-Audiobook/B004KO0GTW?qid=1631133922&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XV3ZDR2KBNW8BAYYN4F0,https://m.media-amazon.com/images/I/51CmaKSHgfL._SL500_.jpg,Sci-Fi & Fantasy
201,Operation K-9 Brothers,,Sandra Owens,https://www.audible.com/pd/Operation-K-9-Brothers-Audiobook/1488210896?qid=1631133964&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HXAG19A7SN6YSX3ZV424,https://m.media-amazon.com/images/I/51aNZIMpZvL._SL500_.jpg,Romance
202,Where the Wild Things Bite,,Molly Harper,https://www.audible.com/pd/Where-the-Wild-Things-Bite-Audiobook/B01IC4KSJI?qid=1631133964&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HXAG19A7SN6YSX3ZV424,https://m.media-amazon.com/images/I/51uTiRwbLtL._SL500_.jpg,Romance
